2018-10-08 09:24:51,304; 'n'
2018-10-08 09:24:51,440; Key.space
2018-10-08 09:24:51,592; '1'
2018-10-08 09:24:51,768; '2'
2018-10-08 09:24:51,776; '3'
2018-10-08 09:24:52,081; Key.backspace
2018-10-08 09:24:52,433; '3'
2018-10-08 09:25:31,313; Key.ctrl_l
2018-10-08 09:25:31,352; Key.alt_l
2018-10-08 09:25:31,512; Key.delete
2018-10-08 11:32:03,661; Key.space
2018-10-08 11:32:04,349; Key.backspace
2018-10-08 11:32:04,549; 'p'
2018-10-08 11:32:04,957; 'y'
2018-10-08 11:32:05,365; 'n'
2018-10-08 11:32:05,676; 'p'
2018-10-08 11:32:06,261; 'u'
2018-10-08 11:32:06,829; 't'
2018-10-08 11:32:07,174; Key.space
2018-10-08 11:32:07,397; 's'
2018-10-08 11:32:07,613; Key.backspace
2018-10-08 11:32:07,725; 'd'
2018-10-08 11:32:07,885; 'o'
2018-10-08 11:32:08,013; 'e'
2018-10-08 11:32:08,205; 's'
2018-10-08 11:32:08,373; Key.space
2018-10-08 11:32:08,589; 'n'
2018-10-08 11:32:08,685; 'o'
2018-10-08 11:32:08,886; 't'
2018-10-08 11:32:09,037; Key.space
2018-10-08 11:32:09,230; 'w'
2018-10-08 11:32:09,341; 'o'
2018-10-08 11:32:09,541; 'r'
2018-10-08 11:32:09,645; 'k'
2018-10-08 11:32:09,822; Key.enter
2018-10-08 11:33:23,789; 'k'
2018-10-08 11:33:23,902; 'o'
2018-10-08 11:33:24,557; Key.backspace
2018-10-08 11:33:24,709; Key.backspace
2018-10-08 11:33:24,854; Key.backspace
2018-10-08 11:33:24,989; Key.backspace
2018-10-08 11:33:26,517; Key.ctrl_l
2018-10-08 11:33:26,629; Key.alt_l
2018-10-08 11:33:27,054; Key.delete
2018-10-08 11:34:00,013; 's'
2018-10-08 11:34:01,333; Key.backspace
2018-10-08 11:34:03,845; 's'
2018-10-08 11:34:04,045; 's'
2018-10-08 11:34:04,197; 's'
2018-10-08 11:34:04,350; 's'
2018-10-08 11:34:18,053; 's'
2018-10-08 11:34:18,229; 's'
2018-10-08 11:34:18,405; 's'
2018-10-08 11:34:18,581; 's'
2018-10-08 11:34:18,782; 's'
2018-10-08 11:34:18,957; 's'
2018-10-08 11:34:23,062; Key.backspace
2018-10-08 11:34:34,061; 'p'
2018-10-08 11:34:34,245; 'y'
2018-10-08 11:34:35,358; 'n'
2018-10-08 11:34:35,966; 'p'
2018-10-08 11:34:36,207; 'u'
2018-10-08 11:34:36,431; 't'
2018-10-08 11:34:36,575; Key.space
2018-10-08 11:34:36,719; 'm'
2018-10-08 11:34:36,872; 'a'
2018-10-08 11:34:37,016; 's'
2018-10-08 11:34:37,185; 't'
2018-10-08 11:34:37,392; 'e'
2018-10-08 11:34:37,608; 'r'
2018-10-08 11:34:37,776; Key.space
2018-10-08 11:34:37,929; 'd'
2018-10-08 11:34:38,000; 'o'
2018-10-08 11:34:38,121; 'e'
2018-10-08 11:34:38,257; 's'
2018-10-08 11:34:38,465; 'n'
2018-10-08 11:34:38,482; Key.space
2018-10-08 11:34:38,649; 'o'
2018-10-08 11:34:38,898; Key.backspace
2018-10-08 11:34:39,042; Key.backspace
2018-10-08 11:34:39,170; Key.backspace
2018-10-08 11:34:39,290; Key.space
2018-10-08 11:34:39,426; 'n'
2018-10-08 11:34:39,498; 'o'
2018-10-08 11:34:39,635; 't'
2018-10-08 11:34:39,746; Key.space
2018-10-08 11:34:39,938; 's'
2018-10-08 11:34:40,171; 'a'
2018-10-08 11:34:40,338; Key.backspace
2018-10-08 11:34:40,491; Key.backspace
2018-10-08 11:34:46,249; 's'
2018-10-08 11:34:46,497; 'w'
2018-10-08 11:34:46,569; Key.backspace
2018-10-08 11:34:46,761; Key.backspace
2018-10-08 11:34:47,530; 'r'
2018-10-08 11:34:47,730; 'e'
2018-10-08 11:34:47,883; 'm'
2018-10-08 11:34:48,019; 'e'
2018-10-08 11:34:48,179; 'n'
2018-10-08 11:34:48,403; Key.backspace
2018-10-08 11:34:48,627; 'm'
2018-10-08 11:34:48,811; 'b'
2018-10-08 11:34:49,044; 'e'
2018-10-08 11:34:49,317; 'r'
2018-10-08 11:34:49,492; Key.space
2018-10-08 11:34:58,942; 'u'
2018-10-08 11:34:59,071; 's'
2018-10-08 11:34:59,230; 'e'
2018-10-08 11:34:59,375; 'r'
2018-10-08 11:34:59,568; Key.space
2018-10-08 11:34:59,711; 'a'
2018-10-08 11:35:00,127; 'c'
2018-10-08 11:35:00,303; 'c'
2018-10-08 11:35:00,455; 'o'
2018-10-08 11:35:00,696; 'u'
2018-10-08 11:35:01,256; 'n'
2018-10-08 11:35:01,528; 't'
2018-10-08 11:35:01,657; Key.space
2018-10-08 11:35:01,881; 'c'
2018-10-08 11:35:02,025; 'o'
2018-10-08 11:35:02,201; 'n'
2018-10-08 11:35:02,314; 't'
2018-10-08 11:35:02,481; 'r'
2018-10-08 11:35:02,553; 'o'
2018-10-08 11:35:02,746; 'l'
2018-10-08 11:35:02,890; Key.enter
2018-10-08 11:35:29,020; 'k'
2018-10-08 11:35:29,117; 'e'
2018-10-08 11:35:29,253; 'y'
2018-10-08 11:35:29,484; 'l'
2018-10-08 11:35:29,597; 'o'
2018-10-08 11:35:29,726; 'g'
2018-10-08 11:35:29,870; 'g'
2018-10-08 11:35:30,038; 'e'
2018-10-08 11:35:30,199; 'r'
2018-10-08 11:35:30,270; Key.enter
2018-10-08 11:38:44,516; 'c'
2018-10-08 11:38:44,684; 'd'
2018-10-08 11:38:45,141; Key.space
2018-10-08 11:38:45,493; '.'
2018-10-08 11:38:45,637; '.'
2018-10-08 11:38:45,797; Key.enter
2018-10-08 11:38:46,654; 'c'
2018-10-08 11:38:46,839; 'd'
2018-10-08 11:38:47,007; Key.space
2018-10-08 11:38:48,777; 'a'
2018-10-08 11:38:49,153; 'p'
2018-10-08 11:38:49,298; 'p'
2018-10-08 11:38:49,410; '2'
2018-10-08 11:38:49,585; '3'
2018-10-08 11:38:49,722; '1'
2018-10-08 11:38:50,370; Key.enter
2018-10-08 11:38:51,107; 'c'
2018-10-08 11:38:51,115; 'd'
2018-10-08 11:38:51,356; 'd'
2018-10-08 11:38:51,796; Key.backspace
2018-10-08 11:38:52,068; 'd'
2018-10-08 11:38:52,492; Key.backspace
2018-10-08 11:38:52,684; Key.space
2018-10-08 11:38:53,269; 'a'
2018-10-08 11:38:53,638; 'p'
2018-10-08 11:38:53,822; 'p'
2018-10-08 11:38:55,488; Key.enter
2018-10-08 11:38:59,483; 'c'
2018-10-08 11:38:59,796; 'd'
2018-10-08 11:39:00,037; Key.space
2018-10-08 11:39:00,461; 'm'
2018-10-08 11:39:00,565; 'y'
2018-10-08 11:39:00,773; 'a'
2018-10-08 11:39:00,956; 'p'
2018-10-08 11:39:01,102; 'p'
2018-10-08 11:39:01,229; Key.enter
2018-10-08 11:39:02,984; 'n'
2018-10-08 11:39:03,215; 'p'
2018-10-08 11:39:03,447; 'm'
2018-10-08 11:39:03,616; Key.space
2018-10-08 11:39:03,783; 'i'
2018-10-08 11:39:04,000; 'n'
2018-10-08 11:39:04,105; 's'
2018-10-08 11:39:04,280; 't'
2018-10-08 11:39:04,385; 'a'
2018-10-08 11:39:04,697; 'l'
2018-10-08 11:39:04,873; 'l'
2018-10-08 11:39:05,250; Key.backspace
2018-10-08 11:39:05,751; Key.backspace
2018-10-08 11:39:05,783; Key.backspace
2018-10-08 11:39:05,816; Key.backspace
2018-10-08 11:39:05,849; Key.backspace
2018-10-08 11:39:05,883; Key.backspace
2018-10-08 11:39:05,916; Key.backspace
2018-10-08 11:39:06,090; Key.backspace
2018-10-08 11:39:06,363; 's'
2018-10-08 11:39:06,619; Key.backspace
2018-10-08 11:39:06,835; Key.space
2018-10-08 11:39:06,964; 's'
2018-10-08 11:39:07,148; 't'
2018-10-08 11:39:07,276; 'a'
2018-10-08 11:39:07,412; 'r'
2018-10-08 11:39:07,580; 't'
2018-10-08 11:39:07,684; Key.enter
2018-10-08 11:39:51,128; 's'
2018-10-08 11:39:51,520; Key.enter
2018-10-08 11:41:19,800; Key.backspace
2018-10-08 11:41:21,120; Key.backspace
2018-10-08 11:41:21,968; Key.backspace
2018-10-08 11:41:26,576; Key.ctrl_l
2018-10-08 11:41:27,075; Key.ctrl_l
2018-10-08 11:41:27,108; Key.ctrl_l
2018-10-08 11:41:27,141; Key.ctrl_l
2018-10-08 11:41:27,174; Key.ctrl_l
2018-10-08 11:41:27,208; Key.ctrl_l
2018-10-08 11:41:27,241; Key.ctrl_l
2018-10-08 11:41:27,274; Key.ctrl_l
2018-10-08 11:41:27,307; Key.ctrl_l
2018-10-08 11:41:27,340; Key.ctrl_l
2018-10-08 11:41:27,373; Key.ctrl_l
2018-10-08 11:41:27,406; Key.ctrl_l
2018-10-08 11:41:27,438; Key.ctrl_l
2018-10-08 11:41:27,472; Key.ctrl_l
2018-10-08 11:41:27,504; Key.ctrl_l
2018-10-08 11:41:27,537; Key.ctrl_l
2018-10-08 11:41:27,570; Key.ctrl_l
2018-10-08 11:41:27,603; Key.ctrl_l
2018-10-08 11:41:27,637; Key.ctrl_l
2018-10-08 11:41:27,670; Key.ctrl_l
2018-10-08 11:41:27,704; Key.ctrl_l
2018-10-08 11:41:27,736; Key.ctrl_l
2018-10-08 11:41:27,768; Key.ctrl_l
2018-10-08 11:41:27,802; Key.ctrl_l
2018-10-08 11:41:27,835; Key.ctrl_l
2018-10-08 11:41:27,867; Key.ctrl_l
2018-10-08 11:41:27,900; Key.ctrl_l
2018-10-08 11:41:27,911; 'z'
2018-10-08 11:41:28,376; 'z'
2018-10-08 11:41:28,752; 'z'
2018-10-08 11:41:38,583; Key.backspace
2018-10-08 11:41:39,040; Key.backspace
2018-10-08 11:41:39,672; Key.enter
2018-10-08 11:41:47,400; Key.ctrl_l
2018-10-08 11:41:47,640; 's'
2018-10-08 11:42:09,224; Key.right
2018-10-08 11:42:09,560; Key.backspace
2018-10-08 11:42:09,656; '5'
2018-10-08 11:42:21,424; Key.enter
2018-10-08 11:42:21,887; 'm'
2018-10-08 11:42:22,024; 'a'
2018-10-08 11:42:22,200; 'r'
2018-10-08 11:42:22,551; 'g'
2018-10-08 11:42:22,744; 'i'
2018-10-08 11:42:22,936; 'n'
2018-10-08 11:42:23,248; Key.shift_r
2018-10-08 11:42:23,440; 'l'
2018-10-08 11:42:23,567; 'e'
2018-10-08 11:42:23,752; 'f'
2018-10-08 11:42:23,943; 't'
2018-10-08 11:42:24,336; Key.space
2018-10-08 11:42:24,951; Key.backspace
2018-10-08 11:42:25,200; Key.shift_r
2018-10-08 11:42:25,352; '.'
2018-10-08 11:42:25,480; Key.space
2018-10-08 11:42:25,632; Key.shift_r
2018-10-08 11:42:25,792; '2'
2018-10-08 11:42:25,951; '2'
2018-10-08 11:42:26,336; Key.left
2018-10-08 11:42:27,232; '1'
2018-10-08 11:42:27,463; '5'
2018-10-08 11:42:27,680; Key.shift_r
2018-10-08 11:42:28,180; Key.shift_r
2018-10-08 11:42:28,213; Key.shift_r
2018-10-08 11:42:28,245; Key.shift_r
2018-10-08 11:42:28,279; Key.shift_r
2018-10-08 11:42:28,311; Key.shift_r
2018-10-08 11:42:28,345; Key.shift_r
2018-10-08 11:42:28,377; Key.shift_r
2018-10-08 11:42:28,400; '5'
2018-10-08 11:42:28,784; Key.right
2018-10-08 11:42:29,488; ','
2018-10-08 11:42:29,672; Key.ctrl_l
2018-10-08 11:42:29,808; 's'
2018-10-08 11:42:47,000; Key.backspace
2018-10-08 11:42:47,152; Key.backspace
2018-10-08 11:42:47,232; '2'
2018-10-08 11:42:47,456; '0'
2018-10-08 11:42:48,024; Key.ctrl_l
2018-10-08 11:42:48,152; 's'
2018-10-08 11:43:05,831; Key.backspace
2018-10-08 11:43:06,000; Key.backspace
2018-10-08 11:43:06,167; Key.backspace
2018-10-08 11:43:06,336; Key.backspace
2018-10-08 11:43:06,488; Key.backspace
2018-10-08 11:43:06,888; Key.backspace
2018-10-08 11:43:07,176; 'l'
2018-10-08 11:43:07,384; 'e'
2018-10-08 11:43:07,624; 'f'
2018-10-08 11:43:07,816; 't'
2018-10-08 11:43:08,136; Key.ctrl_l
2018-10-08 11:43:08,636; Key.ctrl_l
2018-10-08 11:43:08,669; Key.ctrl_l
2018-10-08 11:43:08,702; Key.ctrl_l
2018-10-08 11:43:08,734; Key.ctrl_l
2018-10-08 11:43:08,767; Key.ctrl_l
2018-10-08 11:43:08,800; Key.ctrl_l
2018-10-08 11:43:08,833; Key.ctrl_l
2018-10-08 11:43:08,866; Key.ctrl_l
2018-10-08 11:43:08,899; Key.ctrl_l
2018-10-08 11:43:08,932; Key.ctrl_l
2018-10-08 11:43:08,965; Key.ctrl_l
2018-10-08 11:43:08,998; Key.ctrl_l
2018-10-08 11:43:08,999; 's'
2018-10-08 11:43:27,920; Key.shift_r
2018-10-08 11:43:28,343; 'k'
2018-10-08 11:43:30,040; Key.backspace
2018-10-08 11:43:30,664; Key.shift_r
2018-10-08 11:43:31,164; Key.shift_r
2018-10-08 11:43:31,196; Key.shift_r
2018-10-08 11:43:31,230; Key.shift_r
2018-10-08 11:43:31,262; Key.shift_r
2018-10-08 11:43:31,296; Key.shift_r
2018-10-08 11:43:31,328; Key.shift_r
2018-10-08 11:43:31,361; Key.shift_r
2018-10-08 11:43:31,394; Key.shift_r
2018-10-08 11:43:31,427; Key.shift_r
2018-10-08 11:43:31,460; Key.shift_r
2018-10-08 11:43:31,495; Key.shift_r
2018-10-08 11:43:31,526; Key.shift_r
2018-10-08 11:43:31,560; Key.shift_r
2018-10-08 11:43:31,592; Key.shift_r
2018-10-08 11:43:31,625; Key.shift_r
2018-10-08 11:43:31,658; Key.shift_r
2018-10-08 11:43:31,691; Key.shift_r
2018-10-08 11:43:31,724; Key.shift_r
2018-10-08 11:43:31,757; Key.shift_r
2018-10-08 11:43:31,790; Key.shift_r
2018-10-08 11:43:31,825; Key.shift_r
2018-10-08 11:43:31,857; Key.shift_r
2018-10-08 11:43:31,890; Key.shift_r
2018-10-08 11:43:31,922; Key.shift_r
2018-10-08 11:43:31,955; Key.shift_r
2018-10-08 11:43:31,989; Key.shift_r
2018-10-08 11:43:32,021; Key.shift_r
2018-10-08 11:43:32,054; Key.shift_r
2018-10-08 11:43:32,087; Key.shift_r
2018-10-08 11:43:32,120; Key.shift_r
2018-10-08 11:43:32,155; Key.shift_r
2018-10-08 11:43:32,186; Key.shift_r
2018-10-08 11:43:32,220; Key.shift_r
2018-10-08 11:43:32,252; Key.shift_r
2018-10-08 11:43:32,286; Key.shift_r
2018-10-08 11:43:32,319; Key.shift_r
2018-10-08 11:43:32,352; Key.shift_r
2018-10-08 11:43:32,384; Key.shift_r
2018-10-08 11:43:32,417; Key.shift_r
2018-10-08 11:43:32,450; Key.shift_r
2018-10-08 11:43:32,485; Key.shift_r
2018-10-08 11:43:32,516; Key.shift_r
2018-10-08 11:43:32,550; Key.shift_r
2018-10-08 11:43:32,582; Key.shift_r
2018-10-08 11:43:32,616; Key.shift_r
2018-10-08 11:43:32,649; Key.shift_r
2018-10-08 11:43:32,682; Key.shift_r
2018-10-08 11:43:32,714; Key.shift_r
2018-10-08 11:43:32,748; Key.shift_r
2018-10-08 11:43:32,780; Key.shift_r
2018-10-08 11:43:32,813; Key.shift_r
2018-10-08 11:43:32,846; Key.shift_r
2018-10-08 11:43:32,879; Key.shift_r
2018-10-08 11:43:32,913; Key.shift_r
2018-10-08 11:43:32,946; Key.shift_r
2018-10-08 11:43:32,979; Key.shift_r
2018-10-08 11:43:33,012; Key.shift_r
2018-10-08 11:43:33,044; Key.shift_r
2018-10-08 11:43:33,078; Key.shift_r
2018-10-08 11:43:33,110; Key.shift_r
2018-10-08 11:43:33,143; Key.shift_r
2018-10-08 11:43:33,176; Key.shift_r
2018-10-08 11:43:33,209; Key.shift_r
2018-10-08 11:43:33,243; Key.shift_r
2018-10-08 11:43:33,276; Key.shift_r
2018-10-08 11:43:33,308; Key.shift_r
2018-10-08 11:43:33,342; Key.shift_r
2018-10-08 11:43:33,375; Key.shift_r
2018-10-08 11:43:33,408; Key.shift_r
2018-10-08 11:43:33,440; Key.shift_r
2018-10-08 11:43:33,473; Key.shift_r
2018-10-08 11:43:33,506; Key.shift_r
2018-10-08 11:43:33,540; Key.shift_r
2018-10-08 11:43:33,573; Key.shift_r
2018-10-08 11:43:33,605; Key.shift_r
2018-10-08 11:43:33,639; Key.shift_r
2018-10-08 11:43:33,671; Key.shift_r
2018-10-08 11:43:33,704; Key.shift_r
2018-10-08 11:43:33,738; Key.shift_r
2018-10-08 11:43:33,771; Key.shift_r
2018-10-08 11:43:33,804; Key.shift_r
2018-10-08 11:43:33,837; Key.shift_r
2018-10-08 11:43:33,869; Key.shift_r
2018-10-08 11:43:33,903; Key.shift_r
2018-10-08 11:43:33,935; Key.shift_r
2018-10-08 11:43:33,969; Key.shift_r
2018-10-08 11:43:34,001; Key.shift_r
2018-10-08 11:43:34,034; Key.shift_r
2018-10-08 11:43:34,068; Key.shift_r
2018-10-08 11:43:34,101; Key.shift_r
2018-10-08 11:43:34,134; Key.shift_r
2018-10-08 11:43:34,166; Key.shift_r
2018-10-08 11:43:34,200; Key.shift_r
2018-10-08 11:43:34,233; Key.shift_r
2018-10-08 11:43:34,265; Key.shift_r
2018-10-08 11:43:34,298; Key.shift_r
2018-10-08 11:43:34,332; Key.shift_r
2018-10-08 11:43:34,364; Key.shift_r
2018-10-08 11:43:34,397; Key.shift_r
2018-10-08 11:43:44,015; 'o'
2018-10-08 11:43:44,288; Key.enter
2018-10-08 11:44:17,432; Key.shift_r
2018-10-08 11:44:17,544; 'a'
2018-10-08 11:44:17,743; 'f'
2018-10-08 11:44:17,912; 'f'
2018-10-08 11:44:18,023; 'ä'
2018-10-08 11:44:18,224; 'r'
2018-10-08 11:44:19,135; Key.ctrl_l
2018-10-08 11:44:19,280; 's'
2018-10-08 11:44:42,831; Key.backspace
2018-10-08 11:44:43,144; Key.backspace
2018-10-08 11:44:44,463; Key.backspace
2018-10-08 11:44:44,647; Key.backspace
2018-10-08 11:44:44,775; Key.backspace
2018-10-08 11:44:44,912; 'c'
2018-10-08 11:44:45,135; Key.backspace
2018-10-08 11:44:45,288; Key.backspace
2018-10-08 11:44:45,335; 'c'
2018-10-08 11:44:45,832; 'e'
2018-10-08 11:44:46,016; 'n'
2018-10-08 11:44:46,128; 't'
2018-10-08 11:44:46,360; 'e'
2018-10-08 11:44:46,528; 'r'
2018-10-08 11:44:47,032; Key.ctrl_l
2018-10-08 11:44:47,216; 's'
2018-10-08 11:45:09,263; Key.backspace
2018-10-08 11:45:09,631; Key.backspace
2018-10-08 11:45:10,544; Key.ctrl_l
2018-10-08 11:45:10,799; 's'
2018-10-08 11:45:37,034; 'a'
2018-10-08 11:45:37,255; 'p'
2018-10-08 11:45:37,415; 'p'
2018-10-08 11:45:38,488; Key.enter
2018-10-08 11:46:43,071; Key.shift_r
2018-10-08 11:46:43,175; 'a'
2018-10-08 11:46:43,415; 'f'
2018-10-08 11:46:43,816; 'f'
2018-10-08 11:46:43,952; 'ä'
2018-10-08 11:46:44,063; 'r'
2018-10-08 11:48:52,264; Key.left
2018-10-08 11:48:52,480; Key.left
2018-10-08 11:48:53,065; Key.right
2018-10-08 11:48:53,299; Key.right
2018-10-08 11:48:53,792; Key.right
2018-10-08 11:48:54,072; Key.right
2018-10-08 11:48:55,065; Key.right
2018-10-08 11:48:55,360; Key.right
2018-10-08 11:48:55,862; Key.right
2018-10-08 11:48:55,895; Key.right
2018-10-08 11:48:55,925; Key.right
2018-10-08 11:48:55,961; Key.right
2018-10-08 11:48:55,992; Key.right
2018-10-08 11:49:49,608; Key.enter
2018-10-08 11:49:51,753; Key.shift_r
2018-10-08 11:49:51,905; 't'
2018-10-08 11:49:52,209; 'e'
2018-10-08 11:49:52,777; 'x'
2018-10-08 11:49:53,025; 't'
2018-10-08 11:49:53,344; Key.shift_r
2018-10-08 11:49:53,601; 'i'
2018-10-08 11:49:53,873; 'n'
2018-10-08 11:49:54,089; 'p'
2018-10-08 11:49:54,304; 'u'
2018-10-08 11:49:54,433; 't'
2018-10-08 11:49:56,168; ','
2018-10-08 11:49:57,576; Key.enter
2018-10-08 11:49:59,673; Key.shift_r
2018-10-08 11:49:59,969; 's'
2018-10-08 11:50:00,192; 'c'
2018-10-08 11:50:00,417; 'r'
2018-10-08 11:50:00,649; 'o'
2018-10-08 11:50:01,664; 'l'
2018-10-08 11:50:01,817; 'l'
2018-10-08 11:50:02,425; 'v'
2018-10-08 11:50:02,601; 'i'
2018-10-08 11:50:02,928; Key.backspace
2018-10-08 11:50:03,080; Key.backspace
2018-10-08 11:50:03,265; Key.shift_r
2018-10-08 11:50:03,369; 'v'
2018-10-08 11:50:03,561; 'i'
2018-10-08 11:50:03,738; 'e'
2018-10-08 11:50:04,296; 'w'
2018-10-08 11:50:05,145; ','
2018-10-08 11:50:05,329; Key.enter
2018-10-08 11:50:11,225; Key.shift_r
2018-10-08 11:50:11,385; 't'
2018-10-08 11:50:11,776; 'o'
2018-10-08 11:50:11,921; 't'
2018-10-08 11:50:12,840; Key.backspace
2018-10-08 11:50:13,569; 'u'
2018-10-08 11:50:13,713; 'c'
2018-10-08 11:50:13,809; 'h'
2018-10-08 11:50:13,977; 'a'
2018-10-08 11:50:14,193; 'b'
2018-10-08 11:50:14,865; 'l'
2018-10-08 11:50:14,993; 'e'
2018-10-08 11:50:15,233; 'o'
2018-10-08 11:50:15,473; 'p'
2018-10-08 11:50:15,609; 'a'
2018-10-08 11:50:16,152; 'c'
2018-10-08 11:50:16,434; Key.backspace
2018-10-08 11:50:16,585; Key.backspace
2018-10-08 11:50:16,729; Key.backspace
2018-10-08 11:50:16,865; Key.backspace
2018-10-08 11:50:17,265; Key.shift_r
2018-10-08 11:50:17,529; 'o'
